N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION,OBSERVATIONS (POSTE BLOQUE OU JUMELAGE DU POSTE)
       5716,   1.00,100,E,CLG   ,JEAN MOULIN                   ,1 RUE LAVOISIER                 ,ST ANDRE LEZ LILLE        ,ULCG,G0176,LILLE 1 - LAMBERSART          ,           
       5717,   ,100,E,CLG   ,GERNEZ RIEUX                  ,RUE CHARLES SAINT VENANT        ,RONCHIN                   ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5718,   ,100,E,CLG   ,BORIS VIAN                    ,2 RUE ROMAIN ROLLAND            ,CROIX                     ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5719,   ,100,E,CLG   ,GAMBETTA                      ,RUE GAMBETTA                    ,LYS LEZ LANNOY CEDEX      ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5720,   ,100,E,CLG   ,GUSTAVE NADAUD                ,1 RUE DU SYNDICAT               ,WATTRELOS                 ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5721,   ,100,E,CLG   ,DOCTEUR ERNEST SCHAFFNER      ,AVENUE MARTYRS DE LA RESISTANCE ,ROOST WARENDIN            ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5722,   ,100,E,CLG   ,LEO LAGRANGE                  ,5 RUE DU GYMNASE                ,FOURMIES CEDEX            ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5723,   ,100,E,CLG   ,JULES VERNE (EPINETTE)        ,BOULEVARD PIERRE CORNEILLE      ,MAUBEUGE CEDEX            ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5724,   1.00,100,E,CLG   ,LEON BLUM                     ,2 RUE ROGER SALENGRO            ,WAVRIN                    ,ULCG,G0176,LILLE2-ANNOEULLIN             ,           
       5725,   ,100,E,CLG   ,FREDERIC JOLIOT-CURIE         ,RUE DE MONTIGNY                 ,LALLAING                  ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5726,   ,100,E,CLG   ,EMILE LITTRE                  ,AVENUE ANATOLE FRANCE           ,DOUCHY LES MINES          ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5727,   ,100,E,CLG   ,JULES FERRY                   ,4 RUE DE MONSEIGNEUR GUERRY     ,CAMBRAI CEDEX             ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5728,   1.00,100,E,CLG   ,JEAN LEMAIRE DE BELGES        ,28 RUE DU VIEUX CHEMIN          ,BAVAY                     ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5729,   ,100,E,CLG   ,BORIS VIAN                    ,170 RUE VICTOR HUGO             ,COUDEKERQUE BRANCHE       ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5730,   ,100,E,CLG   ,FLANDRE                       ,64 BIS RUE DES GANTOIS          ,LA MADELEINE CEDEX        ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5731,   ,100,E,CLG   ,JEAN DEMAILLY                 ,RUE COLLEGE JEAN DEMAILLY       ,SECLIN CEDEX              ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5732,   ,100,E,CLG   ,ROSA PARKS                    ,66 RUE D'ALGER                  ,ROUBAIX CEDEX 1           ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5733,   1.00,100,E,CLG   ,MADAME D'EPINAY               ,RUE DU CHEMIN VERT              ,AULNOY LEZ VALENCIENNES   ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5734,   1.00,100,E,CLG   ,ALPHONSE TERROIR              ,270 AVENUE HENRI BARBUSSE       ,MARLY                     ,ULCG,G0176,VALENCIENNES-SAINT SAULVE     ,           
       5735,   1.00,100,E,CLG   ,PAUL LANGEVIN                 ,158 RUE HENRI BARBUSSE          ,AVESNES LES AUBERT        ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5736,   ,100,E,CLG   ,HENRI DUNANT                  ,43 RUE VICTORINE DEROIDE        ,MERVILLE                  ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5737,   ,100,E,CLG   ,VICTOR HUGO                   ,RUE JULES GUESDE                ,AUBY                      ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5738,   ,100,E,CLG   ,ANDRE MALRAUX                 ,400 RUE DU MARECHAL LECLERC     ,LAMBRES LEZ DOUAI         ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5739,   ,100,E,CLG   ,BAYARD                        ,RUE DU STADE BAYARD             ,DENAIN CEDEX              ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5740,   ,100,E,CLG   ,PAUL ELUARD                   ,60 RUE EMILE ZOLA               ,BEUVRAGES                 ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5741,   ,100,E,CLG   ,PIERRE DE RONSARD             ,17 RUE DU VELODROME             ,HAUTMONT                  ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5742,   ,100,E,CLG   ,MARIE CURIE                   ,20 RUE D'AUSTERLITZ             ,TOURCOING                 ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5743,   1.00,100,E,CLG   ,JEAN ROSTAND                  ,136 BOULEVARD FAIDHERBE         ,ARMENTIERES               ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5744,   ,100,E,CLG   ,ANNE FRANK                    ,21 RUE ALFRED CORTOT            ,GRANDE SYNTHE             ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5745,   ,100,E,CLG   ,VICTOR HUGO                   ,20 RUE DE LUCHON                ,SOMAIN                    ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5746,   ,100,E,CLG   ,GERMINAL                      ,AVENUE DU CHATEAU               ,RAISMES                   ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5747,   ,100,E,CLG   ,MOULIN BLANC                  ,551 RUE DU CAILLOU BECAU        ,ST AMAND LES EAUX CEDEX   ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5748,   1.00,100,E,CLG   ,GUY MOLLET                    ,58 AVENUE ROGER SALENGRO        ,LILLE-LOMME CEDEX         ,ULCG,G0176,LILLE2-LOMME                  ,           
       5749,   ,100,E,CLG   ,JEAN MOULIN                   ,6 RUE ROLAND GARROS             ,WATTIGNIES CEDEX          ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5752,   ,100,E,CLG   ,JULES VERNE                   ,RUE DU CHRIST                   ,NEUVILLE EN FERRAIN       ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5753,   ,100,E,CLG   ,JACQUES MONOD                 ,1 RUE DE LA PAIX                ,PERENCHIES                ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5754,   ,100,E,CLG   ,RAYMOND DEVOS                 ,40 RUE JEAN JAURES              ,HEM                       ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5755,   1.00,100,E,CLG   ,THEODORE MONOD                ,RUE HENRI REGNEAULT             ,ROUBAIX                   ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5756,   ,100,E,CLG   ,MAXIME DEYTS                  ,16 AVENUE JEAN MOULIN           ,BAILLEUL                  ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5757,   ,100,E,CLG   ,ROGER SALENGRO                ,140 RUE ROGER SALENGRO          ,HOUPLINES                 ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5758,   ,100,E,CLG   ,LAVOISIER                     ,RUE ANTOINE LAURENT LAVOISIER   ,ST SAULVE                 ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5759,   1.00,100,E,CLG   ,SAINT EXUPERY                 ,1 CHEMIN DES UHLANS             ,SOLESMES                  ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5760,   ,100,E,CLG   ,ANATOLE FRANCE                ,126 RUE ANATOLE FRANCE          ,RONCHIN                   ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5761,   ,100,E,CLG   ,ROBERT LE FRISON              ,9 RUE DE BERGUES                ,CASSEL                    ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5762,   1.00,100,E,CLG   ,BAUDELAIRE                    ,23 AVENUE LE NOTRE              ,ROUBAIX                   ,ULCG,G0176,ROUBAIX OUEST                 ,           
       5763,   ,100,E,CLG   ,EMILE ZOLA                    ,174 RUE DE LA BAILLERIE         ,WATTRELOS CEDEX           ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5764,   ,100,E,CLG   ,ALBERT CHATELET               ,357 RUE MARCELINE               ,DOUAI CEDEX               ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5765,   1.00,100,E,CLG   ,FENELON                       ,PLACE FENELON                   ,CAMBRAI CEDEX             ,ULCG,G0176,CAMBRAI-CENTRE                ,           
       5766,   ,100,E,CLG   ,RENAUD-BARRAULT               ,55 RUE LEO LAGRANGE             ,AVESNELLES                ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5767,   ,100,E,CLG   ,JACQUES PREVERT               ,60 RUE STEPHENSON               ,CAUDRY CEDEX              ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5768,   1.00,100,E,CLG   ,JEAN ROSTAND                  ,1 ALLEE AUX LIEVRES             ,LE CATEAU CAMBRESIS       ,ULCG,G0176,DOUAI/CAMBRAI-ASH             ,           
       5769,   1.00,100,E,CLG   ,JEAN ROSTAND                  ,509 RUE PAUL MATRENGHEN         ,LOON PLAGE                ,ULCG,G0176,DUNKERQUE-GRAVELINES          ,           
       5770,   ,100,E,CLG   ,CAMILLE CLAUDEL               ,90 RUE JEAN BAPTISTE CARPEAUX   ,VILLENEUVE D ASCQ         ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5771,   1.00,100,E,CLG   ,ETIENNE DOLET                 ,83 RUE ETIENNE DOLET            ,PROVIN                    ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5772,   ,100,E,CLG   ,DU MOULIN                     ,21 RUE DU COMTE DE FLANDRE      ,GRANDE SYNTHE CEDEX       ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5773,   ,100,E,CLG   ,JULES FERRY                   ,RUE DU CAPITAINE HAEZEBROUCK    ,HAUBOURDIN CEDEX          ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5774,   ,100,E,CLG   ,HENRI MATISSE                 ,18 ROUTE DE HAUTEVALLE          ,LINSELLES CEDEX           ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5775,   ,100,E,CLG   ,FELIX DEL MARLE               ,62 RUE HENRI BARBUSSE           ,AULNOYE AYMERIES          ,ULCG,G0176,AVESNES/VALENCIENNES-ASH      ,           
       5776,   ,100,E,CLG   ,ARTHUR VAN HECKE              ,5 RUE DE L'ESPLANADE            ,DUNKERQUE                 ,ULCG,G0176,DUNKERQUE/LILLE 2-ASH         ,           
       5777,   ,100,E,CLG   ,NINA SIMONE                   ,53 BOULEVARD MONTEBELLO         ,LILLE                     ,ULCG,G0176,LILLE 1 / LILLE 3-ASH         ,           
       5778,   ,100,E,CLG   ,LUCIE AUBRAC                  ,184 RUE FIN DE LA GUERRE        ,TOURCOING CEDEX           ,ULCG,G0176,ROUBAIX/TOURCOING-ASH         ,           
       5779,   1.00,100,E,CLG   ,CHARLES EISEN                 ,22 RUE DU COLLEGE               ,VALENCIENNES CEDEX        ,ULCG,G0177,AVESNES/VALENCIENNES-ASH      ,           
       5780,   1.00,100,E,CLG   ,LAMARTINE                     ,330 RUE GAUTHIER                ,CAMBRAI CEDEX             ,ULCG,G0177,DOUAI/CAMBRAI-ASH             ,           
       5781,   ,100,E,CLG   ,LUCIE AUBRAC                  ,17 RUE DE CAHORS                ,DUNKERQUE                 ,ULCG,G0177,DUNKERQUE/LILLE 2-ASH         ,           
       5782,   ,100,E,CLG   ,DU WESTHOEK                   ,RUE HOCHE                       ,COUDEKERQUE BRANCHE       ,ULCG,G0177,DUNKERQUE/LILLE 2-ASH         ,           
       5783,   1.00,100,E,CLG   ,VAUBAN                        ,61 RUE JEANNE D'ARC             ,MAUBEUGE                  ,ULCG,G0177,AVESNES/VALENCIENNES-ASH      ,           
       5784,   1.00,100,E,CLGH  ,LE TRIOLO                     ,11 RUE TRUDAINE                 ,VILLENEUVE D ASCQ         ,ULCG,G0177,LILLE 1 / LILLE 3-ASH         ,           
       5785,   ,100,E,CLG   ,MAURICE SCHUMANN              ,RUE GUSTAVE COLIEZ              ,PECQUENCOURT              ,ULCG,G0177,DOUAI/CAMBRAI-ASH             ,           
       5786,   ,100,E,CLG   ,JULES FERRY                   ,745 RUE DU FAUBOURG DE BETHUNE  ,DOUAI CEDEX               ,ULCG,G0179,DOUAI/CAMBRAI-ASH             ,           
       5787,   ,100,E,CLG   ,JEAN ZAY                      ,50 RUE JEAN ZAY                 ,DUNKERQUE                 ,ULCG,G0179,DUNKERQUE/LILLE 2-ASH         ,           
       5788,   ,100,E,CLG   ,PHILIPPE DE COMMYNES          ,7 RUE SAINT EXUPERY             ,COMINES CEDEX             ,ULCG,G0179,DUNKERQUE/LILLE 2-ASH         ,           
       5789,   1.00,100,E,CLG   ,ROBERT DESNOS                 ,RUE DE LA FABRIQUE              ,MASNY                     ,ULCG,G0179,DOUAI/CAMBRAI-ASH             ,           
       5790,   1.00,100,E,CLG   ,ROUGES BARRES                 ,95 ALLEE GABRIEL                ,MARCQ EN BAROEUL CEDEX    ,ULCG,G0179,LILLE 1 / LILLE 3-ASH         ,           
       5791,   ,100,E,E.E.A.,APPLICATION ANDRIEU-PARENT    ,216 RUE D'ARRAS                 ,DOUAI                     ,ULEC,G0174,DOUAI-CENTRE                  ,           
       5792,   ,100,E,E.E.PU,SIMEON CUVEILLIER             ,RUE DES COQUELICOTS             ,VALENCIENNES              ,ULEC,G0174,VALENCIENNES-CENTRE           ,           
       5793,   ,100,E,E.E.PU,JEAN MERMOZ                   ,4 RUE DES BOULEAUX              ,VILLENEUVE D ASCQ         ,ULEC,G0176,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       5794,   1.00,100,E,E.P.PU,BERTHELOT                     ,RUE JOSEPH LARCANCHE            ,DENAIN                    ,ULEC,G0176,VALENCIENNES DENAIN           ,           
       5795,   1.00,100,E,E.P.PU,ANDRE NITA                    ,19 RUE SAINT CHARLES            ,DUNKERQUE                 ,ULEC,G0176,DUNKERQUE-CENTRE              ,           
       5796,   1.00,100,E,E.E.PU,FRANCOIS LEMAIRE              ,805 BOULEVARD DE LA REPUBLIQUE  ,DOUAI                     ,ULEC,G0176,DOUAI-CENTRE                  ,           
       5797,   1.00,100,E,E.E.PU,JULES ET LEON MAURICE         ,83 AVENUE DE LATTRE DE TASSIGNY ,DOUAI                     ,ULEC,G0176,DOUAI-CENTRE                  ,           
       5798,   ,100,E,E.E.PU,GEORGES BRASSENS              ,RUE D ARTOIS                    ,COUDEKERQUE BRANCHE       ,ULEC,G0176,DUNKERQUE-BERGUES             ,           
       5799,   ,100,E,E.E.PU,RAYMOND QUENEAU               ,RUE BUFFON                      ,COUDEKERQUE BRANCHE       ,ULEC,G0176,DUNKERQUE-BERGUES             ,           
       5800,   ,100,E,E.P.PU,RENE BONPAIN                  ,128 RUE DE L ABBE BONPAIN       ,LEFFRINCKOUCKE            ,ULEC,G0176,DUNKERQUE-CENTRE              ,           
       5801,   ,100,E,E.E.PU,JEAN CARPENTIER               ,RUE ALBERT CAMUS                ,ANNOEULLIN                ,ULEC,G0176,LILLE2-ANNOEULLIN             ,           
       5802,   ,100,E,E.E.PU,JEAN MACE                     ,34 RUE JEAN MACE                ,ARMENTIERES               ,ULEC,G0176,LILLE2-ARMENTIERES            ,           
       5803,   1.00,100,E,E.E.PU,PIERRE SEMARD                 ,29 RUE JEAN CATTELAS            ,AULNOYE AYMERIES          ,ULEC,G0176,AVESNES AULNOYE               ,           
       5804,   ,100,E,E.P.PU,JAN DE BELLE                  ,10 RUE SAINT JACQUES            ,BAILLEUL                  ,ULEC,G0176,DUNKERQUE-BAILLEUL            ,           
       5805,   ,100,E,E.E.PU,JULES VERNE                   ,RUE DES CASERNES                ,LA BASSEE                 ,ULEC,G0176,LILLE2-ANNOEULLIN             ,           
       5806,   ,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 1     ,RUE FERRER                      ,BAUVIN                    ,ULEC,G0176,LILLE2-ANNOEULLIN             ,           
       5807,   ,100,E,E.P.PU,LAMARTINE                     ,RUE BENJAMIN VANDENBROUCQUE     ,BOURBOURG                 ,ULEC,G0176,DUNKERQUE-WORMHOUT            ,           
       5808,   1.00,100,E,E.E.PU,ERNEST CARLIN                 ,RUE GILBERT LANTHIER            ,BOUSSOIS                  ,ULEC,G0176,AVESNES-JEUMONT               ,           
       5809,   1.00,100,E,E.E.PU,JACQUES PREVERT               ,RUE DES POILUS                  ,BUSIGNY                   ,ULEC,G0176,CAMBRAI-LE CATEAU             ,           
       5810,   ,100,E,E.E.PU,RAYMOND GERNEZ                ,17 RUE RAYMOND GERNEZ           ,CAMBRAI                   ,ULEC,G0176,CAMBRAI-CENTRE                ,           
       5811,   ,100,E,E.P.PU,JEAN JAURES                   ,92 ROUTE DE BOURBOURG           ,CAPPELLE LA GRANDE        ,ULEC,G0176,DUNKERQUE-BERGUES             ,           
       5812,   ,100,E,E.E.PU,PAUL BERT                     ,RUE PIERRE BROSSOLETTE          ,CAUDRY                    ,ULEC,G0176,CAMBRAI-SUD                   ,           
       5813,   1.00,100,E,E.E.PU,CENTRE                        ,37 RUE PASTEUR                  ,COMINES                   ,ULEC,G0176,LILLE2-LOMME                  ,           
       5814,   1.00,100,E,E.E.PU,CENTRE                        ,7 RUE DU COLLEGE                ,CONDE SUR L ESCAUT        ,ULEC,G0176,VALENCIENNES-CONDE            ,           
       5815,   ,100,E,E.P.PU,LUCIE AUBRAC                  ,44 RUE KLEBER                   ,CROIX                     ,ULEC,G0176,ROUBAIX-WASQUEHAL             ,           
       5816,   1.00,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,ULEC,G0176,VALENCIENNES DENAIN           ,           
       5817,   1.00,100,E,E.E.PU,VOLTAIRE NIVEAU 2             ,103 RUE LUDOVIC TRARIEUX        ,DENAIN                    ,ULEC,G0176,VALENCIENNES DENAIN           ,           
       5818,   ,100,E,E.E.PU,EMILE ZOLA                    ,188 RUE DE VILLARS              ,DENAIN                    ,ULEC,G0176,VALENCIENNES DENAIN           ,           
       5819,   1.00,100,E,E.E.A.,BLANCS MOUCHONS               ,47 RUE DES BLANCS MOUCHONS      ,DOUAI                     ,ULEC,G0176,DOUAI-CENTRE                  ,           
       5820,   1.00,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,ULEC,G0176,DUNKERQUE-SAINT-POL           ,           
       5821,   1.00,100,E,E.P.PU,GROUPE LANGEVIN-WALLON        ,RUE D ANCHIN                    ,PECQUENCOURT              ,ULEC,G0176,DOUAI-WAZIERS                 ,           
       5822,   ,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE DE LA PAIX                  ,PERENCHIES                ,ULEC,G0176,LILLE2-LOMME                  ,           
       5823,   ,100,E,E.E.PU,MARCEL CACHIN                 ,1 RUE PIERRE DEGEYTER           ,ESCAUDAIN                 ,ULEC,G0176,VALENCIENNES-ESCAUDAIN        ,           
       5824,   ,100,E,E.E.PU,GEORGES BRASSENS              ,2 AVENUE KENNEDY                ,FOURMIES                  ,ULEC,G0176,AVESNES-FOURMIES              ,           
       5825,   ,100,E,E.E.PU,VICTOR HUGO                   ,2 RUE VICTOR HUGO               ,FOURMIES                  ,ULEC,G0176,AVESNES-FOURMIES              ,           
       5826,   1.00,100,E,E.P.PU,DANIEL FERY                   ,RUE DU BOIS                     ,FRESNES SUR ESCAUT        ,ULEC,G0176,VALENCIENNES-CONDE            ,           
